frameragment	tail	Carbon	Order
0	0	8	C9	0.41776448257958787
0	0	8	C10	-0.4582356800890402
0	0	8	C11	0.10795851130868428
0	0	8	C12	-0.474803818306836
0	0	8	C13	-0.1588821978970963
0	0	8	C14	-0.3468337898956183
0	1	1	C2	-0.4603958303153259
0	1	1	C3	0.8135785219711127
0	1	1	C4	-0.3354536031896032
0	1	1	C5	0.9564655674937299
0	1	1	C6	-0.37395528964535885
0	1	1	C7	0.9402615866737871
0	1	1	C8	-0.44755211780875004
0	1	1	C9	0.8513023903506673
0	1	1	C10	-0.36177088055926526
0	1	1	C11	0.9460804238568172
0	1	1	C12	-0.37444166796576706
0	1	1	C13	0.9166580021759909
0	1	1	C14	-0.4155216550414695
0	1	3	C2	-0.2999706733851106
0	1	3	C3	0.9985464342920922
0	1	3	C4	-0.22040149165084671
0	1	3	C5	-0.3862992857195312
0	1	3	C6	0.20724201603606818
0	1	3	C7	0.22736853048462113
0	1	3	C8	-0.14286633807510396
0	1	3	C9	0.03326285258536965
0	1	3	C10	-0.05680993364260034
0	1	3	C11	0.09025776136413177
0	1	3	C12	-0.44203993739769076
0	1	3	C13	0.354655211629719
0	1	3	C14	-0.409146590487846
0	1	5	C2	-0.45421515160953185
0	1	5	C3	0.8937639627978755
0	1	5	C4	0.05628978927656214
0	1	5	C5	0.7167418752759922
0	1	5	C6	-0.49393703444050074
0	1	5	C7	0.7176139829719941
0	1	5	C8	-0.20315971354640766
0	1	5	C9	0.7027435440517595
0	1	5	C10	-0.21186474191398097
0	1	5	C11	0.554621791349311
0	1	5	C12	-0.42079655493400003
0	1	5	C13	-0.4421731252009471
0	1	5	C14	0.13691148240008422
0	1	6	C2	-0.06915068846822625
0	1	6	C3	-0.49768783286272306
0	1	6	C4	-0.04822178878380423
0	1	6	C5	0.820991928350163
0	1	6	C6	0.14527046072771654
0	1	6	C7	0.9447953992157898
0	1	6	C8	-0.2995419461210431
0	1	6	C9	-0.4983217985693579
0	1	6	C10	-0.2902808769338652
0	1	6	C11	-0.4401044773919837
0	1	6	C12	-0.40018197171297826
0	1	7	C2	-0.061894775302806515
0	1	7	C3	-0.42845223105615377
0	1	7	C4	0.047155238471948135
0	1	7	C5	-0.04519147415877056
0	1	7	C6	-0.1631163789044453
0	1	7	C7	-0.1796550130653234
0	1	7	C8	-0.3432884940355243
0	1	7	C9	0.26172594938064364
0	1	7	C10	-0.20864487761251777
0	1	7	C11	0.20458832544737593
0	1	7	C12	-0.33890559200778814
0	1	7	C13	0.5855285923887779
0	1	7	C14	-0.38540768761985156
0	1	8	C2	0.21334853187465141
0	1	8	C3	-0.4545679465024284
0	1	8	C4	0.30916895220279195
0	1	8	C5	-0.22850423359583893
0	1	8	C6	0.04686138328989431
0	1	8	C7	-0.3219945807859217
0	1	8	C8	-0.46960084662444407
0	1	8	C9	-0.4963407178139947
0	1	8	C10	0.6018009222097298
0	1	8	C11	-0.49211358987558756
0	1	8	C12	0.7324414939084491
0	1	8	C13	-0.37499702572721094
0	1	8	C14	0.1491905257989381
0	2	1	C2	-0.36348003769530307
0	2	1	C3	0.7625824636087515
0	2	1	C4	-0.48010093466395454
0	2	1	C5	0.6502608150258025
0	2	1	C6	-0.48368409316503436
0	2	1	C7	0.7573708113071524
0	2	1	C8	-0.49967134966062976
0	2	1	C9	0.7696597005735684
0	2	1	C10	-0.01477629256366264
0	2	1	C11	0.21556140468949503
0	2	1	C12	-0.1356233942718172
0	2	1	C13	-0.0036583946272025214
0	2	1	C14	-0.14450636225390445
0	2	3	C2	-0.48805601585525876
0	2	3	C3	-0.4766623108999251
0	2	3	C4	0.1642603403581041
0	2	3	C5	-0.49991326632106475
0	2	3	C6	-0.2400353191246558
0	2	3	C7	-0.46545090040477316
0	2	3	C8	0.042658721641682606
0	2	3	C9	-0.47079327374185287
0	2	3	C10	0.40156093995915776
0	2	3	C11	0.7660302206086318
0	2	3	C12	-0.45833372287385993
0	2	3	C13	0.9188335431012746
0	2	3	C14	-0.4754976235739997
0	2	5	C2	0.4566981699400159
0	2	5	C3	-0.12333560907578373
0	2	5	C4	-0.43558334362735035
0	2	5	C5	0.14122206378267999
0	2	5	C6	0.5026529453885367
0	2	5	C7	0.5402465587144012
0	2	5	C8	0.11189423151939648
0	2	5	C9	0.4825849127990567
0	2	5	C10	-0.4926633941520038
0	2	5	C11	0.6823966329414639
0	2	5	C12	-0.4886597828661804
0	2	5	C13	-0.15246931173309536
0	2	5	C14	-0.4819821900052446
0	2	6	C2	0.18885038012015953
0	2	6	C3	-0.30575260460253784
0	2	6	C4	-0.05658410281225201
0	2	6	C5	0.4955543382483991
0	2	6	C6	-0.07692847418047899
0	2	6	C7	-0.11822169441357055
0	2	6	C8	0.35537063782611855
0	2	6	C9	-0.41177282153870604
0	2	6	C10	0.3537528731007925
0	2	6	C11	-0.4850428253347822
0	2	6	C12	0.5937715325082791
0	2	7	C2	0.6486841232419325
0	2	7	C3	-0.49192302584110503
0	2	7	C4	0.14037838784442547
0	2	7	C5	-0.48247912789213565
0	2	7	C6	0.24533445242929464
0	2	7	C7	-0.4319449716629317
0	2	7	C8	-0.07924937655409564
0	2	7	C9	0.4987027290321455
0	2	7	C10	0.17195706228409868
0	2	7	C11	0.640645084356176
0	2	7	C12	-0.499997485713423
0	2	7	C13	0.7236479524179704
0	2	7	C14	-0.00041620824715582483
0	2	8	C2	-0.4905391409178989
0	2	8	C3	-0.31798480757549175
0	2	8	C4	0.7550226932171473
0	2	8	C5	-0.2913332777643066
0	2	8	C6	0.6471969876337487
0	2	8	C7	-0.1372266109454638
0	2	8	C8	0.6190600239905897
0	2	8	C9	0.02633834858934514
0	2	8	C10	0.8348683031510935
0	2	8	C11	-0.4478301800696212
0	2	8	C12	-0.48692713635690754
0	2	8	C13	-0.3894875897039543
0	2	8	C14	0.2037919054629591
0	3	1	C2	-0.2598900318131807
0	3	1	C3	0.14291170277767107
0	3	1	C4	0.39517213922321415
0	3	1	C5	0.07909283874915707
0	3	1	C6	0.6069761036647039
0	3	1	C7	0.03038896699806648
0	3	1	C8	0.8823122419986165
0	3	1	C9	-0.21925216947794518
0	3	1	C10	-0.478432752982791
0	3	1	C11	0.1315573235411267
0	3	1	C12	-0.4575470774860009
0	3	1	C13	0.21798599590005452
0	3	1	C14	-0.3189549907836936
0	3	3	C2	-0.334920563242881
0	3	3	C3	-0.21854081026721262
0	3	3	C4	0.9827887604259156
0	3	3	C5	-0.28254918518626543
0	3	3	C6	0.6963029361750697
0	3	3	C7	0.027828801489582
0	3	3	C8	0.6753033240532793
0	3	3	C9	-0.14952776715023863
0	3	3	C10	0.7924202674334488
0	3	3	C11	-0.06797784135889678
0	3	3	C12	-0.39715865668316297
0	3	3	C13	0.09256689265100548
0	3	3	C14	-0.3330211644563755
0	3	5	C2	0.3002294406091164
0	3	5	C3	-0.0046051111795420985
0	3	5	C4	-0.4458832874143809
0	3	5	C5	0.13421711054095775
0	3	5	C6	0.8216254126779352
0	3	5	C7	-0.014631207654069445
0	3	5	C8	0.864444404131465
0	3	5	C9	-0.18687763599844665
0	3	5	C10	0.9324407404104498
0	3	5	C11	-0.19538481775890854
0	3	5	C12	0.7518853361337998
0	3	5	C13	-0.20709028075703378
0	3	5	C14	0.9713936450064184
0	3	6	C2	0.36277849908691406
0	3	6	C3	-0.47362434968359024
0	3	6	C4	0.7066677944052864
0	3	6	C5	-0.4587431681416907
0	3	6	C6	0.8593299833656101
0	3	6	C7	0.13753617567271892
0	3	6	C8	-0.36585615937829946
0	3	6	C9	0.37136790162642397
0	3	6	C10	-0.49933868388328656
0	3	6	C11	-0.24515708291732508
0	3	6	C12	0.9318042673281262
0	3	7	C2	-0.0019761542431079304
0	3	7	C3	-0.038313386373839076
0	3	7	C4	0.3616203762486171
0	3	7	C5	-0.2404147980178542
0	3	7	C6	0.8751299726520614
0	3	7	C7	-0.3829704948164643
0	3	7	C8	-0.3971453612674902
0	3	7	C9	-0.4996889971675647
0	3	7	C10	0.7145516902797122
0	3	7	C11	-0.47553835401443034
0	3	7	C12	0.7276819368736258
0	3	7	C13	-0.42755984515845635
0	3	7	C14	-0.4838783081971718
0	3	8	C2	-0.18254640659356458
0	3	8	C3	-0.4775617929279745
0	3	8	C4	0.472364672890758
0	3	8	C5	-0.4611825777853854
0	3	8	C6	0.7409678283968573
0	3	8	C7	-0.47869081957053433
0	3	8	C8	0.5257300785635226
0	3	8	C9	0.5460386988720078
0	3	8	C10	0.5175238688002191
0	3	8	C11	-0.4438957175539872
0	3	8	C12	0.7874022465948198
0	3	8	C13	-0.36552598559292226
0	3	8	C14	-0.4594643694737682
0	4	1	C2	0.21432524501694794
0	4	1	C3	-0.4187735714137404
0	4	1	C4	0.4279233105713476
0	4	1	C5	-0.2996408000395484
0	4	1	C6	0.5432536169774917
0	4	1	C7	0.3011370819047261
0	4	1	C8	0.8134181109042826
0	4	1	C9	0.10701417933122248
0	4	1	C10	-0.35556747906481667
0	4	1	C11	0.34388491454907877
0	4	1	C12	0.6130378211284073
0	4	1	C13	-0.26678394675728023
0	4	1	C14	0.6411536466969434
0	4	3	C2	-0.4147185003148659
0	4	3	C3	-0.21072558141722264
0	4	3	C4	0.9477360757316751
0	4	3	C5	-0.2613986513482644
0	4	3	C6	0.9894507055567034
0	4	3	C7	-0.14894817361447793
0	4	3	C8	0.9002009511436446
0	4	3	C9	0.024373808633978644
0	4	3	C10	0.44116347582309534
0	4	3	C11	0.022292544461808728
0	4	3	C12	0.11557690904037698
0	4	3	C13	0.5995725815633544
0	4	3	C14	-0.0011076568546217747
0	4	5	C2	0.9042753239550971
0	4	5	C3	-0.3604925075490176
0	4	5	C4	0.7523291215664605
0	4	5	C5	0.3157174501284846
0	4	5	C6	0.8280718250607091
0	4	5	C7	0.2423021017828224
0	4	5	C8	-0.4346806507279548
0	4	5	C9	0.6013042418770664
0	4	5	C10	-0.3170625532941662
0	4	5	C11	0.8965870933542761
0	4	5	C12	0.14383813506063325
0	4	5	C13	-0.4151398642086814
0	4	5	C14	0.2774162136281695
0	4	6	C2	-0.31788522146165354
0	4	6	C3	-0.18529765633511275
0	4	6	C4	-0.3578242257701665
0	4	6	C5	-0.15274125323639465
0	4	6	C6	-0.2335394018766589
0	4	6	C7	0.6021267215703281
0	4	6	C8	-0.35276915613310605
0	4	6	C9	0.8432587087202568
0	4	6	C10	-0.38176663863565496
0	4	6	C11	0.6041406484025831
0	4	6	C12	0.3512500142201582
0	4	7	C2	0.03046749864522802
0	4	7	C3	0.65518587419764
0	4	7	C4	-0.48422805980688277
0	4	7	C5	0.4507050779689694
0	4	7	C6	-0.356983173451777
0	4	7	C7	0.4844128603648442
0	4	7	C8	-0.388850365640367
0	4	7	C9	0.7438042808045122
0	4	7	C10	-0.4820513049110368
0	4	7	C11	-0.004583860665153816
0	4	7	C12	-0.3989701894344289
0	4	7	C13	-0.032653221284167255
0	4	7	C14	-0.24900502996589724
0	4	8	C2	0.09130047581714384
0	4	8	C3	0.6360796859089706
0	4	8	C4	-0.0035987515247325463
0	4	8	C5	0.547527817496277
0	4	8	C6	-0.2320329349124967
0	4	8	C7	0.7480269799288217
0	4	8	C8	-0.3523035468903446
0	4	8	C9	-0.3772252240951387
0	4	8	C10	-0.222992465289372
0	4	8	C11	-5.077531203617758e-5
0	4	8	C12	-0.47360018824097827
0	4	8	C13	-0.09220369559043995
0	4	8	C14	-0.4836431152897014
0	5	1	C2	-0.49883899280171573
0	5	1	C3	0.14879226348624963
0	5	1	C4	0.778558604308925
0	5	1	C5	0.4418691557957253
0	5	1	C6	-0.4843162687911815
0	5	1	C7	-0.4996206451693204
0	5	1	C8	0.45594561490682406
0	5	1	C9	-0.4996983147328527
0	5	1	C10	0.842054847535763
0	5	1	C11	-0.26710600917805244
0	5	1	C12	0.8749948486340293
0	5	1	C13	-0.4194715476489541
0	5	1	C14	-0.36740840746552894
0	5	3	C2	-0.49861953283142135
0	5	3	C3	-0.20552757684887019
0	5	3	C4	-0.08593229806085378
0	5	3	C5	-0.38650898558477764
0	5	3	C6	0.10580112938595487
0	5	3	C7	0.939589267558824
0	5	3	C8	-0.3656498555095362
0	5	3	C9	0.9951767299614294
0	5	3	C10	-0.14311467814007078
0	5	3	C11	-0.495380395957179
0	5	3	C12	-0.23230473591994794
0	5	3	C13	-0.016199986474294548
0	5	3	C14	0.5543426011475656
0	5	5	C2	0.37801686380258226
0	5	5	C3	0.2514089226685394
0	5	5	C4	-0.16950744219025504
0	5	5	C5	0.7685336902467714
0	5	5	C6	0.3382803126266902
0	5	5	C7	-0.289636966825652
0	5	5	C8	0.3974023609371419
0	5	5	C9	-0.34777979109211754
0	5	5	C10	0.4909632067684677
0	5	5	C11	0.4888759838231529
0	5	5	C12	0.26216086506729797
0	5	5	C13	-0.17116770141188298
0	5	5	C14	-0.4448511144016244
0	5	6	C2	-0.49808932095110914
0	5	6	C3	0.05400079043132078
0	5	6	C4	0.8480982160725168
0	5	6	C5	0.008830373228039035
0	5	6	C6	0.8562433407160517
0	5	6	C7	-0.1324227029440373
0	5	6	C8	0.9468124189517735
0	5	6	C9	0.1156053171005137
0	5	6	C10	-0.4254246091683473
0	5	6	C11	0.26625745438539916
0	5	6	C12	-0.3673001752584555
0	5	7	C2	-0.30906683404565083
0	5	7	C3	0.29868753316838137
0	5	7	C4	0.5433517356033812
0	5	7	C5	0.5012779045861024
0	5	7	C6	0.50642825891142
0	5	7	C7	0.42096598003662233
0	5	7	C8	0.12074871392473252
0	5	7	C9	0.03478479840010862
0	5	7	C10	0.012403775095051861
0	5	7	C11	-0.26417299498303903
0	5	7	C12	0.6969750584707979
0	5	7	C13	-0.27021492205957526
0	5	7	C14	0.8185660168105888
0	5	8	C2	-0.3181853723275967
0	5	8	C3	0.8101125493783763
0	5	8	C4	0.28984929427982653
0	5	8	C5	0.8170058236080422
0	5	8	C6	0.21497263806517197
0	5	8	C7	0.8301458715107095
0	5	8	C8	-0.3283020663420199
0	5	8	C9	0.6338082296949548
0	5	8	C10	-0.3571493177691648
0	5	8	C11	0.4503111038909917
0	5	8	C12	-0.3555648990342273
0	5	8	C13	0.4826465757470185
0	5	8	C14	-0.3703437421619675
0	6	1	C2	-0.2747438124071905
0	6	1	C3	0.6576740344113596
0	6	1	C4	0.28550830470705524
0	6	1	C5	-0.33853370150276196
0	6	1	C6	0.8428941528170981
0	6	1	C7	-0.3096201586339895
0	6	1	C8	0.887303912188945
0	6	1	C9	-0.3225651849309756
0	6	1	C10	0.6670720545608606
0	6	1	C11	-0.30870280424380003
0	6	1	C12	0.4268197388527306
0	6	1	C13	-0.2773427808858898
0	6	1	C14	0.04276799641936169
0	6	3	C2	-0.21220333394268875
0	6	3	C3	-0.38696154442896646
0	6	3	C4	0.5849618721552718
0	6	3	C5	-0.24400032061086108
0	6	3	C6	0.8072905475612813
0	6	3	C7	-0.24805919486947658
0	6	3	C8	-0.29189846938049435
0	6	3	C9	-0.40612143236652976
0	6	3	C10	0.0037337770384792135
0	6	3	C11	0.5326760849132277
0	6	3	C12	0.062462125099094656
0	6	3	C13	0.4555118942800672
0	6	3	C14	0.3869584513034876
0	6	5	C2	0.4631368395853832
0	6	5	C3	0.6298867385320703
0	6	5	C4	-0.4773225367479927
0	6	5	C5	0.8313510807814779
0	6	5	C6	-0.476229030653899
0	6	5	C7	0.92869930573348
0	6	5	C8	-0.452724716060981
0	6	5	C9	-0.46020691342758946
0	6	5	C10	-0.32652814768815774
0	6	5	C11	-0.42621018570294844
0	6	5	C12	-0.4344041815558507
0	6	5	C13	0.7594499323420325
0	6	5	C14	-0.3539418600524112
0	6	6	C2	-0.48694134699325686
0	6	6	C3	0.5505574783308782
0	6	6	C4	0.5153087716026554
0	6	6	C5	0.5827805470209473
0	6	6	C6	-0.4395360566662609
0	6	6	C7	-0.3873491613405379
0	6	6	C8	0.1553860347574526
0	6	6	C9	-0.49202103440588146
0	6	6	C10	0.10792799569032918
0	6	6	C11	0.8953604057140281
0	6	6	C12	0.06340331033776148
0	6	7	C2	0.2967384776540791
0	6	7	C3	-0.484280071479108
0	6	7	C4	0.7344114122720742
0	6	7	C5	0.46637441490335585
0	6	7	C6	0.2737993148845419
0	6	7	C7	0.7961165425835108
0	6	7	C8	-0.46509653347630797
0	6	7	C9	0.9316333861059085
0	6	7	C10	-0.46583393714419513
0	6	7	C11	0.8424910426048171
0	6	7	C12	-0.47929011820796097
0	6	7	C13	-0.03521104237039385
0	6	7	C14	-0.4314176945425353
0	6	8	C2	-0.49973255966117186
0	6	8	C3	0.3717670439388845
0	6	8	C4	0.35812704374874815
0	6	8	C5	0.055961714600496815
0	6	8	C6	0.14637082665000256
0	6	8	C7	-0.28283320163523834
0	6	8	C8	0.3798400080564658
0	6	8	C9	0.3472229977217438
0	6	8	C10	0.372844747048801
0	6	8	C11	-0.1592334740735425
0	6	8	C12	0.42646713710016015
0	6	8	C13	-0.15790226047095401
0	6	8	C14	0.6024021866001132
0	7	1	C2	-0.3913050083638136
0	7	1	C3	0.18509084109605856
0	7	1	C4	0.2931644434757943
0	7	1	C5	0.3842837741240406
0	7	1	C6	-0.16403111769957635
0	7	1	C7	0.16978076462994574
0	7	1	C8	0.47505514358043355
0	7	1	C9	0.2304706783077023
0	7	1	C10	-0.18099770748504335
0	7	1	C11	-0.11522197088524577
0	7	1	C12	-0.03825469312697405
0	7	1	C13	0.04802895864447776
0	7	1	C14	-0.14852054504043694
0	7	3	C2	-0.49700498774356267
0	7	3	C3	-0.29745552180168033
0	7	3	C4	0.6775532374884432
0	7	3	C5	-0.09657983790057928
0	7	3	C6	0.8157130487675857
0	7	3	C7	-0.02419100881237779
0	7	3	C8	-0.4996487132848156
0	7	3	C9	-0.020232544688498777
0	7	3	C10	0.8682523825826534
0	7	3	C11	-0.44253385440089393
0	7	3	C12	0.8933453905090667
0	7	3	C13	-0.4658414499554838
0	7	3	C14	0.4826200322475568
0	7	5	C2	-0.49836439495667056
0	7	5	C3	0.15856652578982
0	7	5	C4	0.584816345670194
0	7	5	C5	0.4785998717216353
0	7	5	C6	0.6039859812417936
0	7	5	C7	0.4070775139661109
0	7	5	C8	-0.18567760953839413
0	7	5	C9	0.32724270325858695
0	7	5	C10	-0.3159648722861005
0	7	5	C11	-0.02807297753254534
0	7	5	C12	-0.2198222002305532
0	7	5	C13	0.038321103207126894
0	7	5	C14	-0.25840751815653534
0	7	6	C2	-0.4215489347626096
0	7	6	C3	0.8963661607102387
0	7	6	C4	-0.30417992458250226
0	7	6	C5	0.9081307053196155
0	7	6	C6	-0.37815486949511345
0	7	6	C7	0.8755155602490499
0	7	6	C8	0.22108730426936907
0	7	6	C9	0.7670023739567322
0	7	6	C10	-0.32304879180219376
0	7	6	C11	0.7846966341238784
0	7	6	C12	-0.4745487621136092
0	7	7	C2	0.006900646786749842
0	7	7	C3	0.9116601575475776
0	7	7	C4	-0.39210808210057646
0	7	7	C5	0.8873937625185215
0	7	7	C6	-0.3622794810959284
0	7	7	C7	0.8836778419066582
0	7	7	C8	0.1918819347857338
0	7	7	C9	-0.4881716172899558
0	7	7	C10	-0.2418897817410241
0	7	7	C11	0.5618966361677513
0	7	7	C12	-0.22213869396649644
0	7	7	C13	-0.18221254129089454
0	7	7	C14	0.7124058234070405
0	7	8	C2	-0.4961059079185497
0	7	8	C3	0.6151567328819292
0	7	8	C4	-0.49875957690146144
0	7	8	C5	0.5719557027648283
0	7	8	C6	-0.3047412322251239
0	7	8	C7	0.9667058659125634
0	7	8	C8	-0.3750901341148384
0	7	8	C9	0.9593090121729615
0	7	8	C10	-0.45095273031872274
0	7	8	C11	0.8062039760373412
0	7	8	C12	0.26613520851436157
0	7	8	C13	0.6769446094653766
0	7	8	C14	0.2808650825672647
0	8	1	C2	-0.3657264417454351
0	8	1	C3	-0.4222274805595865
0	8	1	C4	0.13730204079887043
0	8	1	C5	-0.20271871872467984
0	8	1	C6	0.33795957547575006
0	8	1	C7	-0.4270117802550877
0	8	1	C8	-0.35947626150629486
0	8	1	C9	-0.3957883480831331
0	8	1	C10	0.6068803280116724
0	8	1	C11	0.4877418936875785
0	8	1	C12	0.6239776637181194
0	8	1	C13	0.2563686182671753
0	8	1	C14	-0.38965221667457833
0	8	3	C2	-0.4034979499208702
0	8	3	C3	-0.20386684630392893
0	8	3	C4	0.6617687846880975
0	8	3	C5	0.3443571717798337
0	8	3	C6	0.6511038452930007
0	8	3	C7	-0.4994594224486068
0	8	3	C8	0.5094267365298066
0	8	3	C9	-0.4866979798064681
0	8	3	C10	0.1454177785787838
0	8	3	C11	-0.47428070549362406
0	8	3	C12	0.06258860414928158
0	8	3	C13	0.9527147959337254
0	8	3	C14	-0.41227623526197305
0	8	5	C2	0.2475001608353692
0	8	5	C3	-0.0703834291058586
0	8	5	C4	0.10750268581520084
0	8	5	C5	-0.19218148289568915
0	8	5	C6	0.15157681948698087
0	8	5	C7	-0.1497067982304639
0	8	5	C8	-0.4340860775490719
0	8	5	C9	0.2813980938017193
0	8	5	C10	0.6695885624193032
0	8	5	C11	0.2051445107422274
0	8	5	C12	0.21469462834270325
0	8	5	C13	0.2713312367455255
0	8	5	C14	0.3543511759053062
0	8	6	C2	0.3602354074298644
0	8	6	C3	0.8224154189489135
0	8	6	C4	-0.2813333239560208
0	8	6	C5	0.8154585956557021
0	8	6	C6	-0.4936898976858244
0	8	6	C7	0.8046440008846216
0	8	6	C8	-0.17750495965607577
0	8	6	C9	0.7335489981457846
0	8	6	C10	-0.31393158415772626
0	8	6	C11	0.26428863702839944
0	8	6	C12	-0.34236431928309385
0	8	7	C2	-0.36212782657803105
0	8	7	C3	0.9699399290005399
0	8	7	C4	-0.287929738795896
0	8	7	C5	0.8901782031639083
0	8	7	C6	-0.23713910686629153
0	8	7	C7	0.9147446574049876
0	8	7	C8	-0.42193365877579586
0	8	7	C9	0.8927552235099907
0	8	7	C10	-0.4602710802907822
0	8	7	C11	-0.42054786941724226
0	8	7	C12	0.39280478322243306
0	8	7	C13	-0.40735021297379054
0	8	7	C14	0.26156548616746655
0	8	8	C2	-0.3000953630002646
0	8	8	C3	-0.3501333757041062
0	8	8	C4	0.06886049181090026
0	8	8	C5	0.48925830771375445
0	8	8	C6	-0.14040374425182134
0	8	8	C7	0.7224559990747521
0	8	8	C8	-0.2614961352533403
0	8	8	C9	-0.31506952916485825
0	8	8	C10	0.2838727550267385
0	8	8	C11	-0.2581848856940063
0	8	8	C12	0.6054770837800871
0	8	8	C13	-0.04921137652340418
0	8	8	C14	0.8377949033648497
0	9	1	C2	-0.4668351653902381
0	9	1	C3	-0.39016803436293973
0	9	1	C4	0.5041839288138448
0	9	1	C5	-0.3670643010269614
0	9	1	C6	0.47058772909728463
0	9	1	C7	-0.49506580050260224
0	9	1	C8	0.25720850604088397
0	9	1	C9	0.4701412702492854
0	9	1	C10	0.22110195411167066
0	9	1	C11	0.376613228585029
0	9	1	C12	0.2889247149406834
0	9	1	C13	0.22773971310998298
0	9	1	C14	-0.2778355605420786
0	9	3	C2	-0.4999941529670027
0	9	3	C3	-0.17557882524724083
0	9	3	C4	-0.2016862099807905
0	9	3	C5	-0.11217625652242252
0	9	3	C6	-0.32411957255691404
0	9	3	C7	-0.13836006563674996
0	9	3	C8	-0.1809276754100766
0	9	3	C9	-0.2941636854789711
0	9	3	C10	0.7507140066094729
0	9	3	C11	-0.49922350398663023
0	9	3	C12	0.5136192102657913
0	9	3	C13	-0.263913269173964
0	9	3	C14	0.7383192382458059
0	9	5	C2	0.8570193972522797
0	9	5	C3	0.039853962203110216
0	9	5	C4	-0.43245588120123557
0	9	5	C5	-0.1315249956302773
0	9	5	C6	-0.49658507672831365
0	9	5	C7	-0.09006322625512853
0	9	5	C8	-0.3776999106951817
0	9	5	C9	0.13573794605014622
0	9	5	C10	-0.4999088873565955
0	9	5	C11	-0.17494694192309546
0	9	5	C12	0.9451927872303001
0	9	5	C13	-0.22542214010162126
0	9	5	C14	0.8992381901979463
0	9	6	C2	-0.28778790833050094
0	9	6	C3	-0.0601116913418126
0	9	6	C4	0.3324902620512985
0	9	6	C5	-0.33084178677711096
0	9	6	C6	0.05979869063307042
0	9	6	C7	-0.02589525631706846
0	9	6	C8	-0.06760730832921535
0	9	6	C9	-0.039710339967060804
0	9	6	C10	-0.21602570080505556
0	9	6	C11	-0.49967792880220574
0	9	6	C12	-0.4912449341801927
0	9	7	C2	-0.49372237801074276
0	9	7	C3	0.8297121283298727
0	9	7	C4	-0.07593763017587452
0	9	7	C5	0.9288893593937826
0	9	7	C6	-0.1956180844691771
0	9	7	C7	-0.45903714985242894
0	9	7	C8	0.6669230421494898
0	9	7	C9	-0.4632995774311207
0	9	7	C10	0.06688341989884761
0	9	7	C11	-0.49462396132986886
0	9	7	C12	0.641871043068222
0	9	7	C13	-0.4785127885988278
0	9	7	C14	0.4177474108863254
0	9	8	C2	-0.3252960396446829
0	9	8	C3	-0.13596073722474145
0	9	8	C4	-0.49998964529665385
0	9	8	C5	0.23334074677361205
0	9	8	C6	-0.49003141305738496
0	9	8	C7	0.4199216947273915
0	9	8	C8	-0.4629841425377195
0	9	8	C9	0.3086983723103873
0	9	8	C10	0.7561802961453175
